Sym	Name	UniProt	Description	GeneID	STRING ID	TDL	DTO_Lvl3	DTO_Lvl4	DTO_Lvl5	DTO_Lvl6	mouse_symbol	support	support_count	confidence	Subcell_Location
SCYL3	PACE1_HUMAN	Q8IZE3	Protein-associating with the carboxyl-terminal domain of ezrin	57147	ENSP00000356746	Tdark	protein kinase	other group	SCY1 family		Scyl3	Inparanoid,HomoloGene,HGNC,PhylomeDB,OrthoMCL,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	12	good	Microtubules| Nuclear bodies
SGK1	SGK1_HUMAN	O00141	Serine/threonine-protein kinase Sgk1	6446	ENSP00000356832	Tchem	protein kinase	AGC group	SGK family		Sgk1	Inparanoid,HomoloGene,HGNC,PhylomeDB,OrthoMCL,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	12	good	Nuclear speckles| Cytosol
SGK2	SGK2_HUMAN	Q9HBY8	Serine/threonine-protein kinase Sgk2	10110	ENSP00000340608	Tchem	protein kinase	AGC group	SGK family		Sgk2	Inparanoid,HomoloGene,HGNC,PhylomeDB,OrthoMCL,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	12	good	Nucleoplasm
SGK3	SGK3_HUMAN	Q96BR1	Serine/threonine-protein kinase Sgk3	100533105	ENSP00000429022	Tchem	protein kinase	AGC group	SGK family		Sgk3	Inparanoid,HomoloGene,HGNC,PhylomeDB,Ensembl,Treefam,NCBI,Panther,OrthoDB	9	good	Cytosol| Endosome| Vesicles
SGK494	SG494_HUMAN	Q96LW2	Uncharacterized serine/threonine-protein kinase SgK494		ENSP00000301037	Tdark	protein kinase	AGC group	RSKR family						
SIK1	SIK1_HUMAN	P57059	Serine/threonine-protein kinase SIK1	150094	ENSP00000270162	Tchem	protein kinase	CAMK group	CAMKL family	QIK subfamily	Sik1	Inparanoid,HGNC,OrthoMCL,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	10	good	Cytosol
SIK2	SIK2_HUMAN	Q9H0K1	Serine/threonine-protein kinase SIK2	23235	ENSP00000305976	Tchem	protein kinase	CAMK group	CAMKL family	QIK subfamily	Sik2	Inparanoid,HomoloGene,HGNC,OrthoMCL,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	11	good	Golgi apparatus
SIK3	SIK3_HUMAN	Q9Y2K2	Serine/threonine-protein kinase SIK3	23387	ENSP00000364449	Tchem	protein kinase	CAMK group	CAMKL family	QIK subfamily	Sik3	Inparanoid,HomoloGene,HGNC,Ensembl,NCBI,OMA,Panther,OrthoDB	8	moderate	Nucleoplasm
SLK	SLK_HUMAN	Q9H2G2	STE20-like serine/threonine-protein kinase	9748	ENSP00000358770	Tchem	protein kinase	STE group	STE20 family	SLK subfamily	Slk	Inparanoid,HomoloGene,HGNC,PhylomeDB,OrthoMCL,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	12	good	Cytosol| Plasma membrane
SMG1	SMG1_HUMAN	Q96Q15	Serine/threonine-protein kinase SMG1	23049	ENSP00000402515	Tchem	protein kinase	Atypical group	PIKK family		Smg1	Inparanoid,HomoloGene,HGNC,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	10	good	Nucleoplasm
SNRK	SNRK_HUMAN	Q9NRH2	SNF-related serine/threonine-protein kinase	54861	ENSP00000296088	Tbio	protein kinase	CAMK group	CAMKL family	SNRK subfamily	Snrk	Inparanoid,HomoloGene,HGNC,PhylomeDB,OrthoMCL,Ensembl,Treefam,EggNOG,NCBI,Panther,OrthoDB	11	good	Vesicles| Cell Junctions| Plasma membrane| Nucleus
SPEG	SPEG_HUMAN	Q15772	Striated muscle preferentially expressed protein kinase	10290	ENSP00000311684	Tbio	protein kinase	CAMK group	TRIO family		Speg	Inparanoid,HomoloGene,HGNC,PhylomeDB,OrthoMCL,Ensembl,Treefam,EggNOG,NCBI,Panther,OrthoDB	11	good	Vesicles
SRC	SRC_HUMAN	P12931	Proto-oncogene tyrosine-protein kinase Src	6714	ENSP00000362680	Tclin	protein kinase	TK group	SRC family		Src	Inparanoid,HomoloGene,HGNC,Ensembl,EggNOG,NCBI,OMA,Panther,OrthoDB	9	good	Plasma membrane| Cytosol
SRMS	SRMS_HUMAN	Q9H3Y6	Tyrosine-protein kinase Srms	6725	ENSP00000217188	Tchem	protein kinase	TK group	SRC family		Srms	Inparanoid,HomoloGene,HGNC,PhylomeDB,OrthoMCL,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	12	good	Intermediate filaments| actin filamentss| Cytosol| Plasma membrane
SRPK1	SRPK1_HUMAN	Q96SB4	SRSF protein kinase 1	6732	ENSP00000362931	Tchem	protein kinase	CMGC group	SRPK family		Srpk1	Inparanoid,HomoloGene,HGNC,PhylomeDB,OrthoMCL,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	12	good	Nucleus| Cytosol| Plasma membrane
SRPK2	SRPK2_HUMAN	P78362	SRSF protein kinase 2	6733	ENSP00000377262	Tchem	protein kinase	CMGC group	SRPK family		Srpk2	Inparanoid,HomoloGene,HGNC,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	10	good	Nucleus| Cytosol
SRPK3	SRPK3_HUMAN	Q9UPE1	SRSF protein kinase 3	26576	ENSP00000359119	Tchem	protein kinase	CMGC group	SRPK family		Srpk3	Inparanoid,HomoloGene,HGNC,PhylomeDB,OrthoMCL,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	12	good	Nucleus
STK10	STK10_HUMAN	O94804	Serine/threonine-protein kinase 10	6793	ENSP00000176763	Tchem	protein kinase	STE group	STE20 family	SLK subfamily	Stk10	Inparanoid,HomoloGene,HGNC,OrthoMCL,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	11	good	Plasma membrane| Secreted| Vesicle membrane| Vesicles
STK11	STK11_HUMAN	Q15831	Serine/threonine-protein kinase STK11	6794	ENSP00000324856	Tchem	protein kinase	CAMK group	CAMKL family	LKB subfamily	Stk11	Inparanoid,HomoloGene,HGNC,PhylomeDB,OrthoMCL,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	12	good	Nucleoplasm| Cytosol
STK16	STK16_HUMAN	O75716	Serine/threonine-protein kinase 16	8576	ENSP00000386928	Tchem	protein kinase	other group	NAK family		Stk16	Inparanoid,HomoloGene,HGNC,PhylomeDB,OrthoMCL,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	12	good	Cytosol
STK17A	ST17A_HUMAN	Q9UEE5	Serine/threonine-protein kinase 17A	9263	ENSP00000319192	Tchem	protein kinase	CAMK group	DAPK family						Nuclear speckles| Plasma membrane
STK17B	ST17B_HUMAN	O94768	Serine/threonine-protein kinase 17B	9262	ENSP00000263955	Tchem	protein kinase	CAMK group	DAPK family		Stk17b	Inparanoid,HomoloGene,HGNC,PhylomeDB,OrthoMCL,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	12	good	Cytosol| Plasma membrane
STK24	STK24_HUMAN	Q9Y6E0	Serine/threonine-protein kinase 24	8428	ENSP00000365730	Tchem	protein kinase	STE group	STE20 family	YSK subfamily	Stk24	Inparanoid,HomoloGene,HGNC,PhylomeDB,OrthoMCL,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	12	good	Nucleoli| Cytosol
STK25	STK25_HUMAN	O00506	Serine/threonine-protein kinase 25	10494	ENSP00000325748	Tchem	protein kinase	STE group	STE20 family	YSK subfamily	Stk25	Inparanoid,HomoloGene,HGNC,OrthoMCL,Ensembl,Treefam,EggNOG,NCBI,Panther,OrthoDB	10	good	Golgi apparatus| Golgi membrane| Vesicles
STK26	STK26_HUMAN	Q9P289	Serine/threonine-protein kinase 26	51765	ENSP00000377867	Tchem	protein kinase	STE group	STE20 family	YSK subfamily	Stk26	Inparanoid,HomoloGene,HGNC,PhylomeDB,OrthoMCL,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	12	good	Nucleus| Golgi apparatus| Centrosome| Cytosol
STK3	STK3_HUMAN	Q13188	Serine/threonine-protein kinase 3	6788	ENSP00000429744	Tchem	protein kinase	STE group	STE20 family	MST subfamily>	Stk3	Inparanoid,HomoloGene,HGNC,PhylomeDB,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther	10	good	Cytosol| Intermediate filaments| Rods & Rings
STK31	STK31_HUMAN	Q9BXU1	Serine/threonine-protein kinase 31	56164	ENSP00000348132	Tchem	protein kinase	other group	other-UNIQUE family		Stk31	Inparanoid,HomoloGene,HGNC,OrthoMCL,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	11	good	Nucleus| Secreted| Vesicles
STK32A	ST32A_HUMAN	Q8WU08	Serine/threonine-protein kinase 32A	202374	ENSP00000381535	Tchem	protein kinase	AGC group	YANK family		Stk32a	Inparanoid,HomoloGene,HGNC,PhylomeDB,OrthoMCL,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	12	good	Centrosome
STK32B	ST32B_HUMAN	Q9NY57	Serine/threonine-protein kinase 32B	55351	ENSP00000282908	Tchem	protein kinase	AGC group	YANK family		Stk32b	Inparanoid,HomoloGene,HGNC,PhylomeDB,OrthoMCL,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	12	good	Microtubules
STK32C	ST32C_HUMAN	Q86UX6	Serine/threonine-protein kinase 32C	282974	ENSP00000298630	Tbio	protein kinase	AGC group	YANK family		Stk32c	Inparanoid,HomoloGene,HGNC,PhylomeDB,OrthoMCL,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	12	good	Cytosol
STK33	STK33_HUMAN	Q9BYT3	Serine/threonine-protein kinase 33	65975	ENSP00000416750	Tchem	protein kinase	CAMK group	CAMK-UNIQUE family		Stk33	Inparanoid,HomoloGene,HGNC,PhylomeDB,OrthoMCL,Ensembl,Treefam,EggNOG,NCBI,Panther,OrthoDB	11	good	Nucleus| Nucleoli| Cytosol
STK35	STK35_HUMAN	Q8TDR2	Serine/threonine-protein kinase 35	140901	ENSP00000370891	Tchem	protein kinase	other group	NKF4 family		Stk35	Inparanoid,HomoloGene,HGNC,PhylomeDB,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	11	good	Nucleus| Nuclear bodies
STK36	STK36_HUMAN	Q9NRP7	Serine/threonine-protein kinase 36	27148	ENSP00000295709	Tdark	protein kinase	other group	ULK family		Stk36	Inparanoid,HomoloGene,HGNC,PhylomeDB,OrthoMCL,Ensembl,Treefam,EggNOG,NCBI,Panther,OrthoDB	11	good	Cytosol
STK38	STK38_HUMAN	Q15208	Serine/threonine-protein kinase 38	11329	ENSP00000229812	Tbio	protein kinase	AGC group	NDR family		Stk38	Inparanoid,HomoloGene,HGNC,OrthoMCL,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	11	good	Cytosol
STK38L	ST38L_HUMAN	Q9Y2H1	Serine/threonine-protein kinase 38-like	23012	ENSP00000373684	Tchem	protein kinase	AGC group	NDR family		Stk38l	Inparanoid,HomoloGene,HGNC,OrthoMCL,Ensembl,Treefam,NCBI,OMA,Panther,OrthoDB	10	good	Cytosol
STK39	STK39_HUMAN	Q9UEW8	STE20/SPS1-related proline-alanine-rich protein kinase	27347	ENSP00000348278	Tbio	protein kinase	STE group	STE20 family	FRAY subfamily	Stk39	Inparanoid,HomoloGene,HGNC,PhylomeDB,OrthoMCL,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	12	good	Nucleoplasm| Vesicles| Cytosol
STK4	STK4_HUMAN	Q13043	Serine/threonine-protein kinase 4	6789	ENSP00000361892	Tchem	protein kinase	STE group	STE20 family	MST subfamily>	Stk4	Inparanoid,HomoloGene,HGNC,PhylomeDB,OrthoMCL,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	12	good	Nucleoplasm| Nuclear bodies| Cytosol
STK40	STK40_HUMAN	Q8N2I9	Serine/threonine-protein kinase 40	83931	ENSP00000362222	Tbio	protein kinase	CAMK group	SGK495 family		Stk40	Inparanoid,HomoloGene,HGNC,PhylomeDB,OrthoMCL,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	12	good	Cytosol| Nucleoplasm
STKLD1	STKL1_HUMAN	Q8NE28	Serine/threonine kinase-like domain-containing protein STKLD1	169436	ENSP00000361025	Tdark	protein kinase	other group	SGK071 family		Stkld1	Inparanoid,HomoloGene,HGNC,PhylomeDB,OrthoMCL,Ensembl,Treefam,NCBI,OMA,Panther,OrthoDB	11	good	
STRADA	STRAA_HUMAN	Q7RTN6	STE20-related kinase adapter protein alpha	92335	ENSP00000336655	Tbio	protein kinase	STE group	STE20 family		Strada	Inparanoid,HomoloGene,HGNC,PhylomeDB,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	11	good	Nucleoplasm| Cytosol
STRADB	STRAB_HUMAN	Q9C0K7	STE20-related kinase adapter protein beta	55437	ENSP00000194530	Tbio	protein kinase	STE group	STE20 family		Stradb	Inparanoid,HomoloGene,HGNC,PhylomeDB,OrthoMCL,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	12	good	Cytosol| Aggresome
STYK1	STYK1_HUMAN	Q6J9G0	Tyrosine-protein kinase STYK1	55359	ENSP00000075503	Tbio	protein kinase	TK group	TK-UNIQUE family		Styk1	Inparanoid,HomoloGene,HGNC,PhylomeDB,OrthoMCL,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	12	good	Plasma membrane| Nucleus
SYK	KSYK_HUMAN	P43405	Tyrosine-protein kinase SYK	6850	ENSP00000364907	Tclin	protein kinase	TK group	SYK family		Syk	Inparanoid,HomoloGene,HGNC,PhylomeDB,OrthoMCL,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	12	good	Cytosol| Plasma membrane| Vesicles
TAF1	TAF1_HUMAN	P21675	Transcription initiation factor TFIID subunit 1	6872	ENSP00000406549	Tchem	protein kinase	Atypical group	TAF1 family		Taf1	Inparanoid,HomoloGene,HGNC,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	10	good	Nucleoplasm
TAOK1	TAOK1_HUMAN	Q7L7X3	Serine/threonine-protein kinase TAO1	57551	ENSP00000261716	Tchem	protein kinase	STE group	STE20 family	TAO subfamily	Taok1	Inparanoid,HomoloGene,HGNC,PhylomeDB,OrthoMCL,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	12	good	Cytosol| Vesicles
TAOK2	TAOK2_HUMAN	Q9UL54	Serine/threonine-protein kinase TAO2	9344	ENSP00000310094	Tchem	protein kinase	STE group	STE20 family	TAO subfamily	Taok2	Inparanoid,HomoloGene,HGNC,PhylomeDB,OrthoMCL,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	12	good	Nucleus| Cytosol| Nucleoli
TAOK3	TAOK3_HUMAN	Q9H2K8	Serine/threonine-protein kinase TAO3	51347	ENSP00000376317	Tchem	protein kinase	STE group	STE20 family	TAO subfamily	Taok3	Inparanoid,HomoloGene,HGNC,PhylomeDB,OrthoMCL,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	12	good	Mitochondria
TBCK	TBCK_HUMAN	Q8TEA7	TBC domain-containing protein kinase-like protein	93627	ENSP00000273980	Tbio	protein kinase	other group	TBCK family		Tbck	Inparanoid,HomoloGene,HGNC,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	10	good	Nucleoplasm| Nucleoli (Fibrillar center)
TBK1	TBK1_HUMAN	Q9UHD2	Serine/threonine-protein kinase TBK1	29110	ENSP00000329967	Tchem	protein kinase	other group	IKK family		Tbk1	Inparanoid,HomoloGene,HGNC,PhylomeDB,OrthoMCL,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	12	good	Nucleoplasm
TEC	TEC_HUMAN	P42680	Tyrosine-protein kinase Tec	7006	ENSP00000370912	Tchem	protein kinase	TK group	TEC family		Tec	Inparanoid,HomoloGene,HGNC,OrthoMCL,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	11	good	Plasma membrane
TEK	TIE2_HUMAN	Q02763	Angiopoietin-1 receptor	7010	ENSP00000369375	Tclin	protein kinase	TK group	TIE family		Tek	Inparanoid,HomoloGene,HGNC,PhylomeDB,OrthoMCL,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	12	good	Plasma membrane| Microtubule organizing center
TESK1	TESK1_HUMAN	Q15569	Dual specificity testis-specific protein kinase 1	7016	ENSP00000481045	Tchem	protein kinase	TKL group	LISK family	TESK subfamily	Tesk1	Inparanoid,HomoloGene,HGNC,PhylomeDB,OrthoMCL,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	12	good	Cytosol
TESK2	TESK2_HUMAN	Q96S53	Dual specificity testis-specific protein kinase 2	10420	ENSP00000361158	Tchem	protein kinase	TKL group	LISK family		Tesk2	Inparanoid,HomoloGene,HGNC,PhylomeDB,OrthoMCL,Ensembl,Treefam,EggNOG,NCBI,Panther,OrthoDB	11	good	Nucleoplasm
TEX14	TEX14_HUMAN	Q8IWB6	Inactive serine/threonine-protein kinase TEX14	56155	ENSP00000240361	Tbio	protein kinase	other group	NKF5 family		Tex14	Inparanoid,HomoloGene,HGNC,PhylomeDB,OrthoMCL,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	12	good	Cytosol| Plasma membrane| Vesicles| Cell Junctions
TGFBR1	TGFR1_HUMAN	P36897	TGF-beta receptor type-1	7046	ENSP00000364133	Tchem	protein kinase	TKL group	STKR family	STKR Type 1 subfamily	Tgfbr1	Inparanoid,HomoloGene,HGNC,PhylomeDB,OrthoMCL,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	12	good	Vesicles| Plasma membrane
TGFBR2	TGFR2_HUMAN	P37173	TGF-beta receptor type-2	7048	ENSP00000351905	Tchem	protein kinase	TKL group	STKR family	STKR Type 2 subfamily	Tgfbr2	Inparanoid,HomoloGene,HGNC,PhylomeDB,OrthoMCL,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	12	good	Plasma membrane
TIE1	TIE1_HUMAN	P35590	Tyrosine-protein kinase receptor Tie-1	7075	ENSP00000361554	Tchem	protein kinase	TK group	TIE family		Tie1	Inparanoid,HomoloGene,HGNC,OrthoMCL,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	11	good	Vesicles
TLK1	TLK1_HUMAN	Q9UKI8	Serine/threonine-protein kinase tousled-like 1	9874	ENSP00000411099	Tchem	protein kinase	other group	TLK family		Tlk1	Inparanoid,HomoloGene,HGNC,PhylomeDB,OrthoMCL,Ensembl,Treefam,NCBI,OMA,Panther,OrthoDB	11	good	Nucleus
TLK2	TLK2_HUMAN	Q86UE8	Serine/threonine-protein kinase tousled-like 2	11011	ENSP00000316512	Tchem	protein kinase	other group	TLK family		Tlk2	Inparanoid,HomoloGene,HGNC,PhylomeDB,OrthoMCL,Ensembl,Treefam,NCBI,OMA,Panther,OrthoDB	11	good	Cytoskeleton| Intermediate filaments| Nucleus
TNIK	TNIK_HUMAN	Q9UKE5	TRAF2 and NCK-interacting protein kinase	23043	ENSP00000399511	Tchem	protein kinase	STE group	STE20 family	MSN subfamily	Tnik	Inparanoid,HomoloGene,HGNC,Ensembl,Treefam,EggNOG,NCBI,Panther,OrthoDB	9	good	Nucleoplasm| Cytosol
TNK1	TNK1_HUMAN	Q13470	Non-receptor tyrosine-protein kinase TNK1	8711	ENSP00000459799	Tchem	protein kinase	TK group	ACK family		Tnk1	Inparanoid,HomoloGene,HGNC,Ensembl,Treefam,NCBI,Panther,OrthoDB	8	moderate	Cell Junctions
TNK2	ACK1_HUMAN	Q07912	Activated CDC42 kinase 1	10188	ENSP00000371341	Tclin	protein kinase	TK group	ACK family		Tnk2	Inparanoid,HomoloGene,HGNC,OrthoMCL,Ensembl,Treefam,EggNOG,NCBI,Panther,OrthoDB	10	good	Cytosol
TNNI3K	TNI3K_HUMAN	Q59H18	Serine/threonine-protein kinase TNNI3K	100526835	ENSP00000322251	Tchem	protein kinase	TKL group	MLK family	HH498 subfamily	Tnni3k	Inparanoid,HomoloGene,HGNC,Ensembl,OrthoDB	5	moderate	Nucleus
TP53RK	PRPK_HUMAN	Q96S44	EKC/KEOPS complex subunit TP53RK	112858	ENSP00000361186	Tbio	protein kinase	other group	BUD32 family		Trp53rka	HomoloGene,HGNC,PhylomeDB,OrthoMCL,Ensembl,Treefam,EggNOG,OMA,Panther,OrthoDB	10	good	Cytosol| Nucleoplasm| Nucleus
TRIB1	TRIB1_HUMAN	Q96RU8	Tribbles homolog 1	10221	ENSP00000312150	Tbio	protein kinase	CAMK group	TRBL family		Trib1	Inparanoid,HomoloGene,HGNC,PhylomeDB,OrthoMCL,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	12	good	Plasma membrane
TRIB2	TRIB2_HUMAN	Q92519	Tribbles homolog 2	28951	ENSP00000155926	Tbio	protein kinase	CAMK group	TRBL family		Trib2	Inparanoid,HomoloGene,HGNC,PhylomeDB,OrthoMCL,Ensembl,Treefam,EggNOG,NCBI,Panther,OrthoDB	11	good	Nucleoplasm| Cytosol
TRIB3	TRIB3_HUMAN	Q96RU7	Tribbles homolog 3	57761	ENSP00000217233	Tbio	protein kinase	CAMK group	TRBL family		Trib3	Inparanoid,HomoloGene,HGNC,PhylomeDB,OrthoMCL,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	12	good	Nucleus| Nuclear membrane| Nucleoli
TRIO	TRIO_HUMAN	O75962	Triple functional domain protein	7204	ENSP00000339299	Tbio	protein kinase	CAMK group	TRIO family		Trio	Inparanoid,HomoloGene,HGNC,PhylomeDB,OrthoMCL,Ensembl,Treefam,NCBI,Panther,OrthoDB	10	good	Cytosol| Vesicles
TRPM6	TRPM6_HUMAN	Q9BX84	Transient receptor potential cation channel subfamily M member 6	140803	ENSP00000354006	Tchem	protein kinase	Atypical group	Alpha family	ChaK subfamily	Trpm6	Inparanoid,HomoloGene,HGNC,PhylomeDB,OrthoMCL,Ensembl,Treefam,NCBI,OMA,Panther,OrthoDB	11	good	Plasma membrane
TSSK1B	TSSK1_HUMAN	Q9BXA7	Testis-specific serine/threonine-protein kinase 1	83942	ENSP00000375081	Tchem	protein kinase	CAMK group	TSSK family		Tssk1	Inparanoid,HomoloGene,PhylomeDB,OrthoMCL,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	11	good	Nucleus| Secreted| Vesicles
TSSK2	TSSK2_HUMAN	Q96PF2	Testis-specific serine/threonine-protein kinase 2	23617	ENSP00000382544	Tchem	protein kinase	CAMK group	TSSK family		Tssk2	Inparanoid,HomoloGene,HGNC,PhylomeDB,OrthoMCL,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther	11	good	Centrosome| Cytoskeleton| Microtubule organizing center| Microtubules| Nucleus| Secreted| Vesicles
TSSK3	TSSK3_HUMAN	Q96PN8	Testis-specific serine/threonine-protein kinase 3	81629	ENSP00000362634	Tdark	protein kinase	CAMK group	TSSK family		Tssk3	Inparanoid,HomoloGene,HGNC,PhylomeDB,OrthoMCL,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	12	good	Nucleus| Nucleoli| Nuclear bodies
TSSK4	TSSK4_HUMAN	Q6SA08	Testis-specific serine/threonine-protein kinase 4	283629	ENSP00000339179	Tbio	protein kinase	CAMK group	TSSK family		Tssk4	Inparanoid,HomoloGene,HGNC,PhylomeDB,OrthoMCL,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	12	good	Cell Junctions
TSSK6	TSSK6_HUMAN	Q9BXA6	Testis-specific serine/threonine-protein kinase 6	83983	ENSP00000466477	Tbio	protein kinase	CAMK group	TSSK family		Tssk6	Inparanoid,HomoloGene,HGNC,PhylomeDB,Ensembl,NCBI,OMA,Panther,OrthoDB	9	good	Nucleus
TTBK1	TTBK1_HUMAN	Q5TCY1	Tau-tubulin kinase 1	84630	ENSP00000259750	Tbio	protein kinase	CK1 group	TTBK family		Ttbk1	Inparanoid,HomoloGene,HGNC,PhylomeDB,OrthoMCL,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	12	good	Cytosol| Nucleoplasm
TTBK2	TTBK2_HUMAN	Q6IQ55	Tau-tubulin kinase 2	146057	ENSP00000267890	Tbio	protein kinase	CK1 group	TTBK family		Ttbk2	Inparanoid,HomoloGene,HGNC,PhylomeDB,Ensembl,Treefam,EggNOG,NCBI,Panther,OrthoDB	10	good	Intermediate filaments
TTK	TTK_HUMAN	P33981	Dual specificity protein kinase TTK	7272	ENSP00000358813	Tchem	protein kinase	other group	TTK family		Ttk	Inparanoid,HomoloGene,HGNC,PhylomeDB,OrthoMCL,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	12	good	Nucleoli| Cytosol
TTN	TITIN_HUMAN	Q8WZ42	Titin	7273	ENSP00000467141	Tbio	protein kinase	CAMK group	MLCK family		Ttn	Inparanoid,HomoloGene,HGNC,Ensembl,Treefam,EggNOG,NCBI,Panther,OrthoDB	9	good	Cytoskeleton| Cytosol| Nucleoplasm| Nucleus| Vesicles
TXK	TXK_HUMAN	P42681	Tyrosine-protein kinase TXK	7294	ENSP00000264316	Tchem	protein kinase	TK group	TEC family		Txk	Inparanoid,HomoloGene,HGNC,PhylomeDB,OrthoMCL,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	12	good	Vesicles
TYK2	TYK2_HUMAN	P29597	Non-receptor tyrosine-protein kinase TYK2	7297	ENSP00000431885	Tclin	protein kinase	TK group	JAKA family		Tyk2	Inparanoid,HomoloGene,HGNC,OrthoMCL,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	11	good	Cytosol
TYRO3	TYRO3_HUMAN	Q06418	Tyrosine-protein kinase receptor TYRO3	7301	ENSP00000263798	Tchem	protein kinase	TK group	AXL family		Tyro3	Inparanoid,HomoloGene,HGNC,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	10	good	Plasma membrane
UHMK1	UHMK1_HUMAN	Q8TAS1	Serine/threonine-protein kinase Kist	127933	ENSP00000420270	Tbio	protein kinase	other group	KIS family		Uhmk1	Inparanoid,HomoloGene,HGNC,PhylomeDB,OrthoMCL,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	12	good	Nucleoplasm| Golgi apparatus
ULK1	ULK1_HUMAN	O75385	Serine/threonine-protein kinase ULK1	8408	ENSP00000324560	Tchem	protein kinase	other group	ULK family		Ulk1	Inparanoid,HomoloGene,HGNC,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	10	good	Cytosol
ULK2	ULK2_HUMAN	Q8IYT8	Serine/threonine-protein kinase ULK2	9706	ENSP00000378914	Tchem	protein kinase	other group	ULK family		Ulk2	Inparanoid,HomoloGene,HGNC,PhylomeDB,OrthoMCL,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	12	good	Plasma membrane| Vesicle membrane| Vesicles
ULK3	ULK3_HUMAN	Q6PHR2	Serine/threonine-protein kinase ULK3	25989	ENSP00000400312	Tchem	protein kinase	other group	ULK family		Ulk3	Inparanoid,HomoloGene,HGNC,PhylomeDB,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	11	good	Cytosol
